ticker,current_price,1st_to_2nd_training_return,1st_to_2nd_training_win_rate,1st_to_2nd_training_trades,2nd_to_3rd_training_return,2nd_to_3rd_training_win_rate,2nd_to_3rd_training_trades,3rd_to_4th_training_return,3rd_to_4th_training_win_rate,3rd_to_4th_training_trades,last_to_1st_training_return,last_to_1st_training_win_rate,last_to_1st_training_trades,1st_to_2nd_testing_return,1st_to_2nd_testing_win_rate,1st_to_2nd_testing_trades,2nd_to_3rd_testing_return,2nd_to_3rd_testing_win_rate,2nd_to_3rd_testing_trades,3rd_to_4th_testing_return,3rd_to_4th_testing_win_rate,3rd_to_4th_testing_trades,last_to_1st_testing_return,last_to_1st_testing_win_rate,last_to_1st_testing_trades
APLD,9.0539,177.33543561824607,75.0,4,6.15006825131037,66.66666666666666,3,48.48089567551437,66.66666666666666,3,-43.851226464473825,0.0,3,,,,,,,,,,,,
SBET,37.3898,11.558173207572352,25.0,8,-40.343468837120476,37.5,8,-31.989487548178786,37.5,8,59.536075619471404,50.0,8,-32.10235136512466,33.33333333333333,3.0,-59.458901125473986,0.0,2.0,724.4803431522017,50.0,2.0,99.23852724778651,100.0,2.0
KGC,10.625,7.044644293103297,60.0,5,27.640850739884804,80.0,5,-2.9738276782270034,40.0,5,-2.7127986403859494,25.0,4,,,,,,,,,,,,
CDE,6.265,19.419421877122755,60.0,5,44.71159471394994,80.0,5,-18.541633347387997,0.0,4,-13.951532335116246,25.0,4,,,,,,,,,,,,
UUUU,5.68,-2.536046785823398,40.0,5,43.00250228212934,80.0,5,-4.3009730347199575,25.0,4,-1.6802861949549275,50.0,4,,,,,,,,,,,,
XPEV,11.39,14.765740181289178,66.66666666666666,3,-17.330020477594765,33.33333333333333,3,7.088916141764567,66.66666666666666,3,6.942901156196579,50.0,2,,,,,,,,,,,,
SMR,28.5734,37.39798788565629,66.66666666666666,3,102.3419442425983,100.0,3,34.46986988608769,100.0,3,-5.458356635279227,66.66666666666666,3,,,,,,,,,,,,
RKLB,24.05,36.072346718942796,100.0,3,77.54637803746374,100.0,3,28.14107746766643,100.0,3,-0.5884115811094381,0.0,2,,,,,,,,,,,,
NEM,38.3815,-5.108955369341894,50.0,4,5.783756670835083,75.0,4,-17.83685876278479,50.0,4,-7.803326179390268,25.0,4,,,,,,,,,,,,
JOBY,8.01,16.51625671539534,66.66666666666666,3,-5.187850332378274,33.33333333333333,3,34.49779482685997,33.33333333333333,3,13.923668614498963,50.0,2,,,,,,,,,,,,
SOFI,13.49,47.953031984018054,66.66666666666666,3,17.680357030082284,100.0,2,5.792661046086267,50.0,2,2.548390247335619,50.0,2,,,,,,,,,,,,
HIMS,30.02,44.23353626165793,75.0,4,-1.11227206268264,66.66666666666666,3,50.827865476338594,100.0,3,-6.730463298656508,33.33333333333333,3,,,,,,,,,,,,
GDX,37.995,-3.780635417374789,50.0,4,17.752005222160694,100.0,3,-3.007261595518873,66.66666666666666,3,-6.058962481222563,0.0,3,,,,,,,,,,,,
BZ,15.1,-4.638628856292182,33.33333333333333,6,-13.058422943915138,40.0,5,-1.2098328961737237,60.0,5,15.336328709473834,40.0,5,,,,,,,,,,,,
WULF,7.32,72.77872175932458,100.0,3,7.9666057268611645,33.33333333333333,3,36.09285496981065,66.66666666666666,3,-21.278522908544474,33.33333333333333,3,,,,,,,,,,,,
RKT,12.24,-11.917126678283363,20.0,5,-12.085518138851958,40.0,5,0.693555467169249,40.0,5,-18.25410396660423,0.0,5,,,,,,,,,,,,
FSM,5.275,4.808354047702479,40.0,5,33.07644712780395,80.0,5,-14.24579213412468,20.0,5,6.211763678768811,40.0,5,,,,,,,,,,,,
COMP,7.42,9.916292314678476,60.0,5,16.046164629648384,40.0,5,1.2660749403842875,60.0,5,13.615890885463644,80.0,5,,,,,,,,,,,,
U,24.0502,19.360494548346253,75.0,4,-3.277616549716189,25.0,4,31.724255632183905,66.66666666666666,3,-6.44460178184435,33.33333333333333,3,,,,,,,,,,,,
QBTS,7.2178,160.19496504169237,75.0,4,90.6154417661393,75.0,4,87.5427699569857,66.66666666666666,3,-22.891908834357665,0.0,3,,,,,,,,,,,,
RUN,10.035,-46.4510471740015,0.0,4,-14.068968039163543,25.0,4,19.651996985581665,75.0,4,20.253280812758856,75.0,4,,,,,,,,,,,,
CX,6.455,13.160538232705044,66.66666666666666,6,-0.28401512637378223,40.0,5,9.239668212401364,60.0,5,-4.6647690402934145,40.0,5,,,,,,,,,,,,
EQX,6.795,30.171741424987843,83.33333333333334,6,8.79959044518792,40.0,5,-11.659623867805491,20.0,5,2.3790393211130523,40.0,5,,,,,,,,,,,,
APH,70.2,9.513563327721064,60.0,5,7.216763782079849,60.0,5,-2.2800528358809857,60.0,5,1.5568607689587344,40.0,5,,,,,,,,,,,,
TPR,82.19,0.19916196492326677,20.0,5,28.24087684785368,80.0,5,22.92760239692413,80.0,5,3.444754057360422,60.0,5,,,,,,,,,,,,
HL,5.601,0.479565973316709,80.0,5,38.498201816177804,80.0,5,-17.779670340231178,0.0,4,-6.723421157943066,25.0,4,,,,,,,,,,,,
AG,5.83,-14.23616977240566,40.0,5,50.54674992502686,75.0,4,-15.17507019787131,25.0,4,-1.217028667498521,50.0,4,,,,,,,,,,,,
UBER,63.03,-2.783448749328399,25.0,4,-13.96223914515854,25.0,4,6.74380694643999,66.66666666666666,3,-6.82373873877582,0.0,3,,,,,,,,,,,,
ITUB,5.3136,0.22615123497824463,40.0,5,0.0452595489417007,40.0,5,-3.9010145651546146,40.0,5,-11.432799187415077,40.0,5,,,,,,,,,,,,
QS,5.38,0.018420519726625173,50.0,4,-11.627105283056782,25.0,4,24.844812508571444,75.0,4,-16.2688515679038,0.0,3,,,,,,,,,,,,
AMDL,8.305,-13.19812678810549,50.0,4,-9.900693186284737,25.0,4,11.248288116105432,100.0,3,-17.003914003374366,66.66666666666666,3,,,,,,,,,,,,
SMCI,21.52,-17.872564848474003,0.0,3,2.5336595921655602,66.66666666666666,3,3.5671862228976225,50.0,2,-37.51445701197578,50.0,2,,,,,,,,,,,,
EBAY,67.89,12.968190627311715,100.0,5,-1.8284276043061598,20.0,5,5.899031325657322,40.0,5,-2.75460966197808,60.0,5,,,,,,,,,,,,
CIFR,5.375,48.39610923648166,75.0,4,28.600590033609798,75.0,4,-25.05517822708061,25.0,4,-9.156190780972096,33.33333333333333,3,,,,,,,,,,,,
LRCX,81.1,-1.3734443439477162,40.0,5,-10.521163457644144,60.0,5,6.144168956027785,75.0,4,11.760982629742344,50.0,4,,,,,,,,,,,,
NIO,5.275,14.489985804139671,50.0,2,-13.655019453301387,0.0,2,10.930340124346504,50.0,2,-9.900079359353564,50.0,2,,,,,,,,,,,,
ORCL,156.32,13.22132878740474,80.0,5,5.919395584543818,25.0,4,-3.3177370261992745,25.0,4,-6.076561021124382,0.0,4,,,,,,,,,,,,
NU,10.465,14.337570675649536,50.0,4,-9.841222894843826,25.0,4,9.540034254940188,66.66666666666666,3,-24.614417238044773,0.0,3,,,,,,,,,,,,
C,79.135,15.32823899594884,80.0,5,-9.734854563406847,0.0,4,11.250519462958719,75.0,4,1.387792821879974,75.0,4,,,,,,,,,,,,
AMD,148.0,-2.4975831499577383,50.0,2,5.153002445319088,50.0,2,4.3562817190732295,100.0,2,-8.298403467425352,50.0,2,,,,,,,,,,,,
UEC,6.865,-5.260288131613578,40.0,5,42.92395456717229,75.0,4,5.0535237934232535,25.0,4,9.244473201760162,75.0,4,,,,,,,,,,,,
IBKR,49.1975,9.504326523911555,50.0,6,14.052609311801746,66.66666666666666,6,5.439616565872396,66.66666666666666,6,15.568349798109349,66.66666666666666,6,,,,,,,,,,,,
MU,97.27,9.347993730582127,66.66666666666666,3,-8.680695945665862,66.66666666666666,3,4.655966348718388,50.0,2,-5.0075966162761105,0.0,2,,,,,,,,,,,,
ARRY,7.3,-21.14124941057838,20.0,5,-3.0334200102490994,60.0,5,21.370817597775925,60.0,5,14.184020366426275,50.0,4,,,,,,,,,,,,
PSLV,10.6056,-3.381308634489155,40.0,5,17.66755271464897,80.0,5,-7.579633444029932,20.0,5,2.525576789234174,75.0,4,,,,,,,,,,,,
ETHA,25.145,48.2068990639609,75.0,4,0.4047345190273388,50.0,4,2.5284550606636813,50.0,4,-6.067788138372365,33.33333333333333,3,,,,,,,,,,,,
ALTS,6.83,-19.45477514328965,25.0,8,177.7716900182679,75.0,8,0.29230917077398555,50.0,8,44.87496291615039,50.0,8,10.334706831231767,50.0,4.0,-2.4095981966488433,50.0,4.0,34.87201935803912,50.0,4.0,-0.19220208133348127,66.66666666666666,3.0
KWEB,31.115,-13.894978403634228,0.0,3,-8.594308780664427,33.33333333333333,3,6.402045172328186,66.66666666666666,3,16.914781257082744,66.66666666666666,3,,,,,,,,,,,,
WBA,9.255,-0.2640396799499012,50.0,4,24.69778894157988,75.0,4,-18.45126617849332,25.0,4,-2.646930112543233,0.0,3,,,,,,,,,,,,
SLV,27.79,-5.908123776518193,33.33333333333333,3,19.039259085487647,100.0,3,-3.264751006122002,0.0,3,-1.8353308967966275,50.0,2,,,,,,,,,,,,
RIOT,12.15,79.73609349779265,100.0,3,-7.741455048574752,66.66666666666666,3,14.073713337022674,100.0,2,-6.344696969696962,50.0,2,,,,,,,,,,,,
AVGO,166.5847,1.8770120952706026,66.66666666666666,3,6.367286655252125,33.33333333333333,3,0.37061716058337524,33.33333333333333,3,0.5117700998713337,66.66666666666666,3,,,,,,,,,,,,
CCL,25.755,22.487545472434654,50.0,4,16.67339089276707,66.66666666666666,3,12.578738159725344,100.0,3,0.45095927663216795,33.33333333333333,3,,,,,,,,,,,,
EWZ,24.285,-0.0672335035551308,40.0,5,-0.855561744899036,40.0,5,-10.35117949925647,25.0,4,-10.089563007148195,25.0,4,,,,,,,,,,,,
EOSE,6.02,-29.91830831353325,20.0,5,37.389796360312566,75.0,4,43.54717939917534,75.0,4,4.076768731128211,75.0,4,,,,,,,,,,,,
FXI,30.34,-14.767966219048079,0.0,3,-3.720735715495105,33.33333333333333,3,8.108547445690316,100.0,2,16.028255411350468,50.0,2,,,,,,,,,,,,
T,22.68,7.604526614280682,75.0,4,6.497642429635286,75.0,4,-1.1602085286902764,50.0,4,-3.6571803395236357,0.0,3,,,,,,,,,,,,
GLD,239.97,-2.6080960768592454,75.0,4,4.971979567141371,50.0,4,3.1431864984799773,100.0,3,0.6551094673750146,66.66666666666666,3,,,,,,,,,,,,
PDD,98.915,-19.44277496870136,0.0,3,-3.4061851612756655,66.66666666666666,3,-9.046737128266047,66.66666666666666,3,8.509875641411814,33.33333333333333,3,,,,,,,,,,,,
ADT,7.425,-8.611067321829536,16.666666666666664,6,0.06452471358497913,40.0,5,10.772692741993772,80.0,5,1.823225124365746,40.0,5,,,,,,,,,,,,
OSCR,15.26,-39.12675391547727,0.0,5,22.16537928523119,60.0,5,5.1757830670505545,60.0,5,25.40640398378542,80.0,5,,,,,,,,,,,,
AFRM,71.2469,55.51625515462173,75.0,4,16.691233392737992,75.0,4,9.25803034074919,66.66666666666666,3,-3.2814075630729467,33.33333333333333,3,,,,,,,,,,,,
VEA,50.53,-0.053683508136970204,50.0,6,1.3993882491740495,40.0,5,-2.751873574534569,60.0,5,-1.579524904703422,40.0,5,,,,,,,,,,,,
INTC,21.53,-0.7141082078954808,50.0,2,6.8979434580583865,50.0,2,8.241072485061762,100.0,2,-4.559011504047716,0.0,1,,,,,,,,,,,,
F,11.0648,9.855576480683293,66.66666666666666,3,0.6232088143238057,33.33333333333333,3,7.308188494402956,100.0,3,-12.267752460076476,0.0,3,,,,,,,,,,,,
JNJ,152.14,-3.7556410138459118,40.0,5,-0.648605881067188,60.0,5,1.6424269843425598,60.0,5,-3.9569940949368387,25.0,4,,,,,,,,,,,,
FL,19.27,-18.946636433780096,60.0,5,-4.611517296103839,40.0,5,5.264917244548251,60.0,5,-17.00187456322162,40.0,5,,,,,,,,,,,,
EFA,80.4,-1.998016813257808,40.0,5,0.7952963563145454,40.0,5,-2.427473061936025,60.0,5,-1.7471760532024816,40.0,5,,,,,,,,,,,,
MSFT,443.34,3.716073375791251,66.66666666666666,3,5.640696185190408,33.33333333333333,3,3.0904081671546013,100.0,3,-6.17852371413663,33.33333333333333,3,,,,,,,,,,,,
TOST,39.93,0.19518857058447026,20.0,5,37.28416403591781,100.0,5,10.407134202332946,60.0,5,4.29180771303348,50.0,4,,,,,,,,,,,,
EEM,42.955,-4.946757600999474,20.0,5,0.8325025091509008,40.0,5,-1.6106536666473992,25.0,4,3.2670513629958986,75.0,4,,,,,,,,,,,,
UNIT,5.69,17.532664962888788,50.0,6,21.260446270582122,83.33333333333334,6,-7.647578283141998,50.0,6,-2.952534815854635,33.33333333333333,6,,,,,,,,,,,,
IEMG,54.13,-1.992776444033506,33.33333333333333,6,0.9873392472260045,40.0,5,-3.1261827098831074,20.0,5,3.279128917008789,80.0,5,,,,,,,,,,,,
LYFT,14.625,30.68440355677233,50.0,4,-6.713079872206407,50.0,4,7.125241175254993,50.0,4,3.687959318585232,25.0,4,,,,,,,,,,,,
OKTA,93.32,10.892869082373725,60.0,5,-0.1512437851008963,60.0,5,7.334389679083753,60.0,5,11.124466989742965,60.0,5,,,,,,,,,,,,
EXC,41.17,-0.4347745141127346,60.0,5,12.74775875823304,80.0,5,2.70124675476906,40.0,5,-9.594363122756722,20.0,5,,,,,,,,,,,,
RF,24.44,10.823678310305173,40.0,5,0.19515778008449836,40.0,5,3.6774768361339527,80.0,5,-10.147116521861854,20.0,5,,,,,,,,,,,,
VICI,29.895,-3.243784714457243,40.0,5,4.628074360300838,60.0,5,-6.581231516108255,40.0,5,-6.133646078056964,20.0,5,,,,,,,,,,,,
WFC,77.5,9.383089275661405,40.0,5,13.481262571459652,60.0,5,6.5835359595211695,75.0,4,-1.3958942207906833,50.0,4,,,,,,,,,,,,
TSM,183.84,7.068706882819842,100.0,3,5.3664396802899805,66.66666666666666,3,-1.6269269372946482,33.33333333333333,3,4.54634876283293,50.0,2,,,,,,,,,,,,
FCX,39.8423,-6.542082029855633,40.0,5,-5.815709151067017,25.0,4,0.6560619753344543,50.0,4,0.062138676334844156,50.0,4,,,,,,,,,,,,
CSCO,60.74,4.639697961246347,40.0,5,5.6987733425700515,50.0,4,3.6141849798465353,75.0,4,0.046219065191022146,50.0,4,,,,,,,,,,,,
IBIT,43.6,2.6688053658172395,50.0,2,4.083914259263266,100.0,2,12.402030388102968,100.0,2,-3.6329348808646134,0.0,2,,,,,,,,,,,,
KSS,12.795,-5.136631209401809,40.0,5,-9.7513120526603,25.0,4,-4.304490039168574,50.0,4,-27.438034065364924,25.0,4,,,,,,,,,,,,
VALE,8.905,-6.807705028982102,50.0,4,-9.813845049976743,25.0,4,0.9012693959194795,50.0,4,-6.067620165246501,0.0,3,,,,,,,,,,,,
KEY,17.905,7.658148887230087,40.0,5,0.415221716062808,40.0,5,3.44258617576374,80.0,5,-5.579384553616951,40.0,5,,,,,,,,,,,,
FHN,22.43,17.518496248486937,50.0,6,13.551980066735236,100.0,5,4.268863694098224,40.0,5,-1.8173932398752979,60.0,5,,,,,,,,,,,,
MSTR,340.24,68.60419854994969,100.0,3,17.0547055561874,100.0,2,30.01264269479076,100.0,2,-3.582522343686656,50.0,2,,,,,,,,,,,,
BAC,44.0403,10.824271633002525,50.0,4,-0.8847226696328314,25.0,4,2.0174865387139196,75.0,4,-3.388306646950856,33.33333333333333,3,,,,,,,,,,,,
QQQ,485.53,1.5649565477404703,50.0,2,3.693776621109124,50.0,2,2.0544380597925516,50.0,2,-1.227333265034325,0.0,1,,,,,,,,,,,,
WBD,9.84,0.3651889321325763,20.0,5,30.90904254290363,100.0,4,-4.631065433417536,50.0,4,4.77449131085701,75.0,4,,,,,,,,,,,,
CLF,9.72,-16.18810562558718,20.0,5,-20.856766498896594,50.0,4,6.160859418929143,75.0,4,6.703615673787922,75.0,4,,,,,,,,,,,,
KO,60.84,-3.932703146411609,25.0,4,-3.3870474400702566,25.0,4,-1.0249289915928772,25.0,4,-9.014981496891561,0.0,4,,,,,,,,,,,,
XLF,48.22,8.186035689379878,50.0,4,1.032940335929311,75.0,4,0.5662929458788657,50.0,4,-2.7371381141169215,0.0,3,,,,,,,,,,,,
SCHX,24.1656,6.270426158641329,66.66666666666666,6,5.071005969829145,60.0,5,0.3652492470524349,40.0,5,-0.8541844646725916,40.0,5,,,,,,,,,,,,
SPLG,68.26,4.726967067916288,60.0,5,1.4494514669401992,50.0,4,0.587471377819937,50.0,4,-0.7728682902589212,50.0,4,,,,,,,,,,,,
SPY,590.55,1.8309109270153057,50.0,2,2.9011315303603125,50.0,2,0.6946501178441089,50.0,2,-2.9553905396072055,0.0,2,,,,,,,,,,,,
CVE,14.2001,-16.51027784926956,0.0,5,-8.891215263543884,0.0,5,-0.7656570633810755,20.0,5,6.363485593295426,40.0,5,,,,,,,,,,,,
KRE,63.7,11.843370285162225,40.0,5,6.079658530470544,40.0,5,1.0409564895242696,75.0,4,-6.1840210302904435,25.0,4,,,,,,,,,,,,
HBAN,17.085,15.482768097815324,40.0,5,3.7611318505659908,60.0,5,-0.2480021521752418,60.0,5,-5.6154868304600924,20.0,5,,,,,,,,,,,,
VZ,38.93,-6.813457856422422,0.0,4,7.549181612773226,75.0,4,-4.753308787437693,25.0,4,-3.896714130937362,25.0,4,,,,,,,,,,,,
GOOGL,168.91,1.9049177868355027,66.66666666666666,3,2.7399244505531994,33.33333333333333,3,-0.4883357876296901,66.66666666666666,3,-0.28090161765790267,50.0,2,,,,,,,,,,,,
CNH,12.835,0.533928458045696,60.0,5,3.4201563276179847,40.0,5,25.806632468000522,80.0,5,-7.634570181679012,20.0,5,,,,,,,,,,,,
GOOG,176.69,3.9176069331823493,75.0,4,2.919090836655558,33.33333333333333,3,-0.20378867736754458,66.66666666666666,3,1.7930225683474577,66.66666666666666,3,,,,,,,,,,,,
CVX,157.5301,1.1445989569447423,60.0,5,0.11138611496577244,60.0,5,-1.109530188266683,25.0,4,9.342715333798001,100.0,4,,,,,,,,,,,,
EQT,51.53,16.13577087599445,40.0,5,16.161573844411905,80.0,5,1.2876216319533507,60.0,5,-0.48641209497530813,50.0,4,,,,,,,,,,,,
TFC,47.92,7.536172528034979,40.0,5,4.124891177980405,40.0,5,0.3797028435281291,60.0,5,-6.6030156809474665,20.0,5,,,,,,,,,,,,
RSP,179.96,3.8652211714747198,40.0,5,2.6839690717314513,40.0,5,0.2026952888526834,60.0,5,-2.952888482628502,20.0,5,,,,,,,,,,,,
IWM,235.14,9.996483538846611,66.66666666666666,3,4.000578219531348,50.0,2,1.611514557308813,100.0,2,-2.645681607430861,0.0,2,,,,,,,,,,,,
WMT,90.66,5.343502155526347,100.0,4,5.8753774524127556,75.0,4,3.3941601764999163,50.0,4,1.0110079335611033,33.33333333333333,3,,,,,,,,,,,,
HPE,24.42,5.353564657551524,40.0,5,-6.6256810117341525,20.0,5,12.178224343339817,50.0,4,5.8075118406054616,75.0,4,,,,,,,,,,,,
AGNC,9.24,6.4450467869645145,75.0,4,2.519770011292821,25.0,4,-9.861986100292397,25.0,4,-7.13643961763678,0.0,3,,,,,,,,,,,,
XOM,106.3,-4.0018707808870735,25.0,4,-9.008958177505544,0.0,4,0.7352728120521013,25.0,4,6.713470212591632,50.0,4,,,,,,,,,,,,
AMZN,212.305,9.053936106592996,66.66666666666666,3,6.223874321155609,100.0,2,4.562117040740965,50.0,2,0.8401621495334188,50.0,2,,,,,,,,,,,,
QCOM,159.83,5.57733545555561,50.0,4,-5.668895651157479,25.0,4,-1.6810988827804851,50.0,4,-0.06391973787103211,50.0,4,,,,,,,,,,,,
XLP,78.735,0.06671173563834731,60.0,5,0.9141318330246451,40.0,5,0.047402863438272824,40.0,5,-4.855412993061581,20.0,5,,,,,,,,,,,,
WMB,55.88,6.0706886463318455,50.0,6,12.856979605692874,80.0,5,-7.3741841452168995,80.0,5,11.683222112557567,60.0,5,,,,,,,,,,,,
LQD,107.4,0.8789534438466085,60.0,5,-0.47886253878107743,40.0,5,-1.1833036889932314,40.0,5,-2.925364124997143,20.0,5,,,,,,,,,,,,
XLE,90.15,0.9518938084257078,40.0,5,-4.944405262479323,25.0,4,-2.7111279848133663,25.0,4,9.36388662661849,75.0,4,,,,,,,,,,,,
HLN,9.54,-4.019198758643361,40.0,5,2.692144238879002,60.0,5,5.530758196444796,80.0,5,-7.935513949268113,20.0,5,,,,,,,,,,,,
HYG,79.86,1.7450302245220817,80.0,5,1.1147585329411847,40.0,5,-0.38641148710778506,60.0,5,-1.5744441552858257,25.0,4,,,,,,,,,,,,
ETSY,54.4,-4.3060441059815435,40.0,5,2.8472048424407204,60.0,5,-2.589375157603613,60.0,5,6.082485134520965,60.0,5,,,,,,,,,,,,
VCSH,78.32,0.8202767032269964,83.33333333333334,6,0.6275653571582662,50.0,6,0.06267320657726838,60.0,5,-1.9071705291702656,0.0,5,,,,,,,,,,,,
USHY,37.205,1.9218265958441894,83.33333333333334,6,1.4166364019543742,50.0,6,-0.5644392114252939,60.0,5,-2.379176882512102,20.0,5,,,,,,,,,,,,
SCHD,27.1281,2.8380365606805125,50.0,4,-3.790417029790649,25.0,4,2.863580919203512,66.66666666666666,3,-1.4307645250599244,0.0,3,,,,,,,,,,,,
USB,47.3,7.938521246856856,40.0,5,1.51443182124531,60.0,5,4.292628611494331,80.0,5,-11.235951443739411,20.0,5,,,,,,,,,,,,
CLSK,13.88,109.01930372708107,66.66666666666666,3,20.424208144796374,100.0,2,0.017743543176829135,50.0,2,-23.819366891045014,0.0,2,,,,,,,,,,,,
HST,16.51,5.324751651919701,66.66666666666666,6,-2.3486041357227205,40.0,5,9.472680661690692,60.0,5,-8.863361605291963,0.0,5,,,,,,,,,,,,
CSX,32.7212,4.273422473528421,40.0,5,-7.42237350066276,40.0,5,2.883071842553653,60.0,5,-5.929346341752528,20.0,5,,,,,,,,,,,,
TNA,56.3,30.49268025396321,66.66666666666666,3,11.609346578188283,50.0,2,4.122895872254428,100.0,2,-8.36215797710037,0.0,2,,,,,,,,,,,,
RIVN,10.05,5.056294818776097,33.33333333333333,3,-10.371715600078824,33.33333333333333,3,-2.4441885803923924,50.0,2,-11.493578305115326,0.0,2,,,,,,,,,,,,
BEKE,16.455,-5.254557253246917,25.0,4,-26.608699288054538,0.0,4,8.59816044039623,50.0,4,23.825474636689915,75.0,4,,,,,,,,,,,,
CNQ,30.69,-8.249249505882295,20.0,5,-11.874992917846916,20.0,5,-2.731686067718697,40.0,5,10.648757905749417,40.0,5,,,,,,,,,,,,
XLV,147.079,3.118626589720952,60.0,5,-8.566030122170476,40.0,5,2.06849440426371,40.0,5,-0.9674232431430285,40.0,5,,,,,,,,,,,,
TLT,92.04,0.8454246165679136,33.33333333333333,3,-0.29576627782893494,50.0,2,-2.9516104667173915,0.0,2,-2.905705840198647,50.0,2,,,,,,,,,,,,
PEP,151.11,0.8331222438839658,40.0,5,-4.186832297431509,20.0,5,-1.9939486913282622,40.0,5,-7.159938853210135,0.0,4,,,,,,,,,,,,
CORZ,15.485,54.37714009960031,75.0,4,1.7043162817885316,50.0,4,21.926925678961908,75.0,4,-18.01380253196687,33.33333333333333,3,,,,,,,,,,,,
KVUE,20.07,-0.3454930641747178,40.0,5,2.280440314083987,40.0,5,1.374214545181296,40.0,5,-5.699823494773881,20.0,5,,,,,,,,,,,,
ERIC,7.58,-1.487282756294983,40.0,5,19.95628012147519,60.0,5,-7.515668845497947,60.0,5,-3.3939472781502555,50.0,4,,,,,,,,,,,,
IONQ,26.74,85.62387850885158,66.66666666666666,3,60.97855759192994,100.0,2,23.694828557804826,100.0,2,-16.092374529145438,50.0,2,,,,,,,,,,,,
IPG,27.095,-9.648214413468182,50.0,6,-2.5587352791795026,60.0,5,5.877990763456098,60.0,5,-7.456362090920732,20.0,5,,,,,,,,,,,,
NCLH,25.26,15.376792453481979,40.0,5,10.691858448435632,75.0,4,8.301609248734332,75.0,4,7.609759685296091,50.0,4,,,,,,,,,,,,
ACHR,7.3,31.07000145498784,33.33333333333333,3,-7.391946982648124,0.0,3,84.92670277197469,66.66666666666666,3,-3.4968976848382183,33.33333333333333,3,,,,,,,,,,,,
KMI,27.59,16.40428098447093,60.0,5,10.452788007450442,60.0,5,-6.963592517099881,80.0,5,5.673187334159424,50.0,4,,,,,,,,,,,,
SBUX,95.345,-0.8911163108709319,40.0,5,-0.27880008494042263,75.0,4,-4.087776469122694,50.0,4,0.009598715252767676,25.0,4,,,,,,,,,,,,
GAP,22.795,-12.960907268200684,33.33333333333333,6,7.762833342359254,60.0,5,4.777344860402644,20.0,5,-5.762736504584365,40.0,5,,,,,,,,,,,,
